,Stabilizer,Mean pixel displacement,Better [abs],Better [frac],Better [%],Worse [abs],Worse [frac],Worse [%]
0,Original,2.0891815593446452,1465,1.0,100.0,0,0.0,0.0
1,FAST,0.8219076674983504,1442,0.9843003412969283,98.43003412969283,23,0.01569965870307166,1.569965870307172
2,ORB,0.8152633631589377,1440,0.9829351535836177,98.29351535836177,25,0.017064846416382284,1.7064846416382267
3,SURF,0.7897186764977654,1462,0.9979522184300341,99.79522184300342,3,0.0020477815699658786,0.20477815699658208
