,X,Y,Size Total,Inlier Fraction,Cluster/ID,Cluster/Size,Cluster/Fraction,Cluster/Mean [x],Cluster/Std [x],Cluster/Min [x],Cluster/Max [x],Cluster/Mean [y],Cluster/Std [y],Cluster/Min [y],Cluster/Max [y]
0,Translation [x],"['Loss [Correspondences]', 'Loss [Lambdas]']",504,0.9206349206349206,-1,464,1.0,695962.937079151,1.5480670104514342e-05,695962.9370465296,695962.9370993136,582.4720268406331,0.33693436148884515,581.9096066831291,583.0527951720009
1,Translation [x],"['Loss [Correspondences]', 'Loss [Lambdas]']",504,0.9206349206349206,0,165,0.35560344827586204,695962.9370607502,8.050682575983986e-06,695962.9370465296,695962.9370742231,582.088129197396,0.11041003909539863,581.9096066831291,582.293720612681
2,Translation [x],"['Loss [Correspondences]', 'Loss [Lambdas]']",504,0.9206349206349206,1,137,0.2952586206896552,695962.9370830522,4.470581595216891e-06,695962.9370745278,695962.9370895423,582.490887632825,0.1088205140933497,582.299458764511,582.6620922771975
3,Translation [x],"['Loss [Correspondences]', 'Loss [Lambdas]']",504,0.9206349206349206,4,162,0.34913793103448276,695962.9370945938,2.6971871037652596e-06,695962.9370896629,695962.9370993136,582.847083523375,0.10794357044845163,582.6658749009177,583.0527951720009
4,Translation [y],"['Loss [Correspondences]', 'Loss [Lambdas]']",504,0.9206349206349206,-1,464,1.0,5346500.811632071,0.0010207394220054901,5346500.809812283,5346500.8132886365,582.4720268406331,0.33693436148884515,581.9096066831291,583.0527951720009
5,Translation [y],"['Loss [Correspondences]', 'Loss [Lambdas]']",504,0.9206349206349206,0,165,0.35560344827586204,5346500.8104521055,0.00038374816006900395,5346500.809812283,5346500.811142982,582.088129197396,0.11041003909539863,581.9096066831291,582.293720612681
6,Translation [y],"['Loss [Correspondences]', 'Loss [Lambdas]']",504,0.9206349206349206,1,137,0.2952586206896552,5346500.811739502,0.000322473728592061,5346500.811161124,5346500.812237969,582.490887632825,0.1088205140933497,582.299458764511,582.6620922771975
7,Translation [y],"['Loss [Correspondences]', 'Loss [Lambdas]']",504,0.9206349206349206,4,162,0.34913793103448276,5346500.812743029,0.00029018657762253097,5346500.8122486,5346500.8132886365,582.847083523375,0.10794357044845163,582.6658749009177,583.0527951720009
8,Translation [z],"['Loss [Correspondences]', 'Loss [Lambdas]']",504,0.9206349206349206,-1,464,1.0,538.2548934938202,0.00012774035755215072,538.2546745603925,538.2551075804985,582.4720268406336,0.3369343614888452,581.9096066831291,583.0527951720009
9,Translation [z],"['Loss [Correspondences]', 'Loss [Lambdas]']",504,0.9206349206349206,0,267,0.5754310344827587,538.2547976536246,6.819126388914952e-05,538.2546745603925,538.2549228829126,582.724629908758,0.1811122668162247,582.393131757612,583.0527951720009
10,Translation [z],"['Loss [Correspondences]', 'Loss [Lambdas]']",504,0.9206349206349206,1,197,0.4245689655172414,538.2550233889068,5.3000710605606354e-05,538.2549244116212,538.2551075804985,582.1296663371351,0.13870539144956928,581.9096066831291,582.3891099988831
11,Rotation [x],"['Loss [Correspondences]', 'Loss [Lambdas]']",504,0.9206349206349206,-1,464,1.0,85.15036700582911,3.9181306380221266e-05,85.15029972353717,85.15043256411333,582.4720268406336,0.3369343614888452,581.9096066831291,583.0527951720009
12,Rotation [x],"['Loss [Correspondences]', 'Loss [Lambdas]']",504,0.9206349206349206,0,267,0.5754310344827587,85.15033761611163,2.096773262742207e-05,85.15029972353717,85.15037608096908,582.724629908758,0.1811122668162247,582.393131757612,583.0527951720009
13,Rotation [x],"['Loss [Correspondences]', 'Loss [Lambdas]']",504,0.9206349206349206,1,197,0.4245689655172414,85.15040683859318,1.620664041569836e-05,85.15037654952374,85.15043256411333,582.1296663371351,0.13870539144956928,581.9096066831291,582.3891099988831
14,Rotation [y],"['Loss [Correspondences]', 'Loss [Lambdas]']",504,0.9206349206349206,-1,464,1.0,359.6856315085104,0.00046231573890772465,359.6848573200534,359.68642670159727,582.4720268406331,0.33693436148884515,581.9096066831291,583.0527951720009
15,Rotation [y],"['Loss [Correspondences]', 'Loss [Lambdas]']",504,0.9206349206349206,0,165,0.35560344827586204,359.685104434409,0.00015252775499283256,359.6848573200534,359.68538789136534,582.088129197396,0.11041003909539863,581.9096066831291,582.293720612681
16,Rotation [y],"['Loss [Correspondences]', 'Loss [Lambdas]']",504,0.9206349206349206,1,137,0.2952586206896552,359.6856583200585,0.00014913061644163887,359.6853957766959,359.68589279403756,582.490887632825,0.1088205140933497,582.299458764511,582.6620922771975
17,Rotation [y],"['Loss [Correspondences]', 'Loss [Lambdas]']",504,0.9206349206349206,4,162,0.34913793103448276,359.68614566927846,0.0001475038061768356,359.68589796855616,359.68642670159727,582.847083523375,0.10794357044845163,582.6658749009177,583.0527951720009
18,Rotation [z],"['Loss [Correspondences]', 'Loss [Lambdas]']",504,0.9206349206349206,-1,464,1.0,167.42167357308233,2.6949105238039422e-05,167.42162543513217,167.42171717908957,582.4720268406331,0.33693436148884515,581.9096066831291,583.0527951720009
19,Rotation [z],"['Loss [Correspondences]', 'Loss [Lambdas]']",504,0.9206349206349206,0,165,0.35560344827586204,167.42164240171297,1.0172249430453236e-05,167.42162543513217,167.4216607045794,582.088129197396,0.11041003909539863,581.9096066831291,582.293720612681
20,Rotation [z],"['Loss [Correspondences]', 'Loss [Lambdas]']",504,0.9206349206349206,1,137,0.2952586206896552,167.4216764626784,8.511665063407624e-06,167.42166118455728,167.42168960884996,582.490887632825,0.1088205140933497,582.299458764511,582.6620922771975
