FrameId,Original,SURF,ORB,FAST
635,2.95202,0.992636,1.17835,2.16006
636,2.16472,0.746572,1.50935,1.77695
637,1.87231,0.754727,1.15656,1.27256
638,1.43302,0.769688,0.955077,0.969348
639,1.63484,0.554731,1.14488,1.15719
640,1.79208,0.934066,1.5633,1.27156
641,2.89687,0.892177,0.998034,1.84623
642,2.59798,0.952371,1.06364,2.49096
643,2.85499,0.963896,1.18262,1.61156
644,1.19751,1.07932,0.963157,1.01541
645,3.61698,0.640501,0.957334,0.918952
646,4.27312,1.19287,1.72157,1.40196
647,4.00932,1.01447,1.21868,1.89431
648,3.70931,1.37035,1.45864,1.48538
649,4.60097,1.13677,1.13298,2.54278
650,3.57652,1.15523,1.37371,2.31583
651,1.63226,1.03751,1.32612,2.1897
652,1.54196,0.567693,1.02089,0.734788
653,3.51342,1.23479,2.03839,1.70866
654,2.7996,1.45386,2.09032,3.14427
655,2.20551,1.2566,1.73127,2.439
656,2.2292,1.2538,2.06189,1.35479
657,3.06342,1.38392,2.40072,2.47104
658,2.19564,1.39629,1.84996,1.52161
659,1.92267,1.08834,3.20042,1.36534
660,2.92268,1.78873,3.51134,2.63953
661,4.01039,1.84637,2.59582,1.94181
662,2.71326,1.62693,3.35559,1.91289
663,3.8645,1.725,1.76158,2.87481
664,3.56019,1.87044,1.76365,2.57872
665,5.02578,1.72005,1.86432,1.53442
666,2.44012,0.788584,0.981081,1.33651
667,2.5753,1.76067,1.65911,3.11767
668,5.05478,1.71052,1.86161,1.81889
669,6.38599,1.28243,1.28951,1.5679
670,6.21909,1.21283,1.81094,1.4675
671,5.82482,1.0016,1.4096,1.53069
672,4.14068,1.20574,1.20712,0.981335
673,5.79363,0.72479,0.995485,1.15917
674,7.19595,1.34445,1.28552,2.21339
675,7.1482,0.886532,1.03262,1.83241
676,5.53664,0.805744,1.22443,1.53934
677,5.69782,0.841065,1.13905,1.11557
678,2.78247,0.743044,0.838444,1.03153
679,2.19582,0.782088,0.727523,1.15729
680,3.62893,0.778385,0.966835,1.13314
681,5.45564,0.883823,1.68855,1.35509
682,4.75332,0.811471,1.1408,3.61603
683,3.13479,0.709919,1.66382,1.93795
684,2.52712,0.686145,1.51658,1.09557
685,3.4465,0.999664,1.15462,1.54788
686,3.69527,0.875935,0.971007,0.925026
687,2.78913,0.700571,0.667443,0.709289
688,2.47219,1.30958,0.904226,1.21715
689,2.54271,0.800722,0.831815,0.854361
690,5.03687,0.864504,1.25337,1.0648
691,3.94261,0.853138,1.43761,1.20475
692,5.23432,1.04769,1.15822,1.84849
693,3.26954,0.784816,1.08276,1.60267
694,5.17041,0.92769,1.24796,1.35327
695,4.76893,0.862385,1.18464,1.16736
696,5.56204,0.780253,0.928859,0.909767
697,4.79442,0.944973,1.29313,2.56089
698,4.20257,0.824645,1.01027,2.60054
699,2.33151,0.786935,1.41454,0.907405
700,2.41621,0.504226,1.40641,0.634624
701,5.38821,1.19779,1.70021,1.68554
702,4.97213,0.838816,0.934638,0.952962
703,3.65254,0.894786,1.03782,1.42721
704,2.28753,0.856757,1.139,0.973373
705,6.04379,0.863055,1.2769,1.04854
706,6.01912,1.32441,1.69034,3.01181
707,5.33891,0.659035,0.803826,1.59216
708,3.77651,1.10641,1.59684,1.46574
709,6.55319,0.931916,0.976827,1.07205
710,5.66054,1.76004,2.05135,2.38971
711,6.70193,1.00538,1.49545,1.22632
712,5.22798,1.80678,1.49704,1.35319
713,5.82488,0.885505,1.3238,1.53005
714,5.49261,1.18336,1.82312,1.76085
715,6.96771,1.07158,1.83111,1.56703
716,6.65823,2.31298,2.60575,2.66686
717,6.14752,1.27654,1.48486,1.97828
718,4.49238,1.50591,1.21635,1.35241
719,2.06681,0.978369,2.03207,1.05378
720,5.10517,1.40856,1.29181,1.44038
721,2.64968,0.915272,0.900096,0.894595
722,1.30869,1.16633,1.26628,1.32709
723,2.74438,1.23936,1.87982,1.25018
724,5.68309,1.53965,1.56828,1.81882
725,4.87896,1.62658,1.72941,1.90939
726,6.67266,1.43035,1.46841,2.37714
727,5.13179,1.65072,1.51548,1.40836
728,7.06718,1.35722,2.38279,1.64852
729,7.08886,2.58728,2.89184,2.89483
730,8.74464,1.42155,2.19005,1.83172
731,7.22207,2.03507,2.51677,2.07091
732,6.03861,1.15991,2.02543,1.55489
733,3.55484,1.42245,2.687,1.2619
734,5.01103,0.728663,0.937475,0.912073
735,5.83758,1.49951,1.98018,2.36968
736,5.32533,1.13817,2.03078,2.06138
737,2.25848,0.827183,1.37179,1.13684
738,2.45818,0.869169,1.30941,0.624198
739,5.12317,1.16712,1.36697,0.910076
740,5.28648,1.19411,1.04009,1.38444
741,4.7593,0.552428,0.660765,1.2443
742,3.20482,1.00938,1.14087,1.30474
743,5.78145,0.838575,1.33495,0.873471
744,5.49651,1.50438,1.5529,1.70879
745,5.62988,1.11813,1.22274,1.53921
746,4.14409,0.894513,2.64689,1.63015
747,1.65539,0.797206,1.81666,1.51976
748,3.06569,0.476304,1.01592,0.741685
749,6.1286,0.990469,1.88345,1.68017
750,2.86362,0.961403,2.18298,1.14976
751,1.80143,0.966786,2.38189,1.05833
752,5.86099,1.02381,1.23734,1.15318
753,6.79417,1.23465,1.80556,2.16044
754,8.12257,1.08264,1.2447,1.65467
755,5.55754,1.42941,1.64084,1.8215
756,5.59363,1.09081,1.33331,1.77361
757,5.28495,1.07011,1.24877,2.59898
758,6.47224,1.05609,1.94851,1.61209
759,5.4035,1.28632,1.73632,2.23512
760,5.69441,1.03825,1.24411,1.1921
761,4.21886,1.11032,1.65734,1.22221
762,4.78566,0.702422,0.940102,0.784742
763,5.3713,1.02738,1.49103,1.3735
764,5.44394,1.08826,3.90458,1.50026
765,3.32084,1.42423,2.43676,1.99543
766,2.1588,1.12848,1.37827,1.55731
767,2.53692,1.45475,1.3877,1.38691
768,2.839,1.68622,1.70081,3.41731
769,1.23131,0.661377,2.65197,2.35637
770,2.19818,1.27493,1.49598,3.13261
771,2.88202,1.21496,1.53818,1.36812
772,1.81255,1.24692,1.7855,1.36169
773,3.15863,1.53058,1.53759,1.70222
774,3.83329,1.70798,1.87205,1.82265
775,3.34322,1.2733,0.892387,1.48749
776,4.36343,1.65588,1.74051,1.66229
777,3.78983,1.4035,1.61204,1.90571
778,2.89117,1.53011,2.18283,1.66028
779,1.85208,1.36176,2.94397,1.35899
780,3.08024,1.33558,1.72559,2.15841
781,4.3246,1.4216,2.17454,1.49971
782,1.11599,0.775897,0.874846,1.07601
783,3.69628,1.28089,1.80014,1.57138
784,2.17674,1.2443,1.6731,1.5564
785,3.95225,1.36613,1.36933,1.46842
786,5.12565,1.33517,1.60695,1.39909
787,5.43201,1.54537,1.7726,1.68689
788,7.72828,1.27229,1.66548,1.44702
789,4.04195,1.02754,1.0703,1.48635
790,4.75746,1.12314,1.31608,1.87344
791,5.23116,1.55085,1.54891,1.49441
792,6.27774,1.31079,1.43609,1.85753
793,5.5687,1.28777,1.85036,1.69545
794,4.40998,1.19237,1.47454,1.67946
795,3.57676,1.2976,1.39874,1.41237
796,2.22971,0.645061,1.00703,0.88939
797,3.32286,1.14759,1.68105,1.2802
798,2.15815,1.24692,1.323,3.1243
799,1.47816,1.0113,1.37469,4.14968
800,3.17371,0.913886,1.55964,1.45784
801,4.50809,1.15917,1.60489,1.99726
802,3.89875,1.1344,2.5884,1.94002
803,4.3902,0.818996,1.45921,0.933715
804,4.11357,1.16842,1.38822,1.62417
805,6.92564,1.78941,1.6963,1.75576
806,6.0241,1.41227,1.7683,2.42634
807,6.41017,1.38437,1.49048,1.79266
808,5.07534,1.5635,1.56141,2.25392
809,4.57325,1.44629,1.42978,1.5493
810,5.28852,1.11027,1.3101,1.32272
811,9.79147,1.65605,2.36445,2.08715
812,8.11476,2.86093,3.95505,2.49558
813,6.06231,1.67781,1.62853,1.90351
814,3.34082,1.59389,1.65533,1.85579
815,2.35923,1.32147,1.63516,1.87446
816,4.67336,1.29991,1.50858,1.5631
817,1.03685,0.701023,0.810702,1.19781
818,1.94602,1.21775,1.47338,1.32549
819,3.55403,1.25978,1.59254,1.4457
820,3.16968,1.20692,1.74018,1.3443
821,2.41182,1.11335,2.28326,1.21506
822,4.3254,1.16421,1.36523,1.67478
823,2.09394,0.629019,0.693892,1.22073
824,2.88745,1.1604,2.61224,1.76489
825,2.16001,1.02827,2.21137,1.17786
826,2.04088,1.02758,1.4739,1.81359
827,2.92798,1.16205,1.42457,1.92968
828,2.77746,1.23747,2.40064,1.72765
829,1.72201,1.17719,4.84015,1.80699
830,1.99359,0.729784,1.11888,1.03706
831,4.00166,1.49242,1.66472,1.68224
832,2.42995,1.46391,1.68443,1.95498
833,2.28837,1.54913,1.72441,3.16514
834,2.60573,1.52835,1.69252,2.05342
835,4.18848,1.66585,1.64342,2.21585
836,3.13153,1.63304,1.67592,1.77714
837,1.88069,0.891016,1.26968,1.54581
838,3.56481,1.52742,2.06049,3.0828
839,3.67346,1.53016,1.82648,4.08475
840,4.20613,1.60606,1.71213,2.97215
841,6.82549,1.67553,1.86859,3.46084
842,6.47539,1.6591,2.41505,2.32891
843,8.34804,1.65035,1.74691,3.30805
844,5.00418,1.30451,1.18749,7.09764
845,4.93335,1.41072,1.73235,1.67183
846,6.34963,1.84019,1.95367,1.98975
847,7.83749,1.51438,1.65907,1.71669
848,5.35055,1.56284,1.9648,2.15725
849,5.0342,1.60651,1.80339,1.90946
850,4.16199,1.64635,1.733,1.75326
851,4.14007,0.954294,1.21719,1.25119
852,5.21079,1.93732,2.13807,4.40393
853,7.01864,2.038,2.27381,3.24426
854,5.73798,2.10125,2.24417,2.20458
855,5.99464,1.89188,2.17855,2.06298
856,3.34699,2.54709,2.28893,2.66531
857,3.98631,2.25184,2.06429,2.41357
858,2.19406,1.1235,1.38079,2.03016
859,2.81276,2.11756,3.03598,2.31803
860,4.34136,2.27551,3.69477,2.40842
861,4.41101,2.33345,2.42474,2.64831
862,4.51823,2.61837,2.71687,2.65257
863,3.93001,2.71842,2.74522,2.80461
864,3.43257,1.42996,1.91939,2.19942
865,4.18903,3.1199,3.57278,3.1015
866,6.15127,3.04302,3.06312,3.59063
867,4.43331,2.82804,3.41927,3.29736
868,5.82406,3.02887,3.37083,3.6596
869,4.36604,2.95174,2.8386,3.63031
870,3.40187,2.92659,2.87742,2.43264
871,3.48643,1.33016,1.19655,1.48849
872,6.92257,2.30715,2.64251,2.47604
873,5.72137,2.51837,2.82365,2.47062
874,5.22329,1.68997,1.82506,2.00898
875,2.26884,1.65114,1.89493,2.54931
876,2.82302,1.17244,1.92529,1.25261
877,3.92237,1.25742,2.35897,1.82234
878,0.735951,0.511396,1.64557,1.00939
879,1.59826,0.942798,1.08237,0.95933
880,1.67604,0.962171,1.0509,1.41241
881,5.27651,0.849844,1.10902,1.61545
882,4.02278,1.51531,1.87184,1.72925
883,5.24978,1.68777,1.52345,1.69949
884,5.41413,2.69693,2.23484,2.05394
885,3.36408,0.43619,1.49471,1.72898
886,3.18912,0.691894,0.966087,1.749
887,3.15524,0.612067,0.720959,1.17731
888,3.41278,0.682155,1.00352,1.19719
889,2.735,0.645677,0.844529,0.947367
890,2.91905,0.976781,1.0691,1.0082
891,2.45006,0.704373,0.953357,1.02269
892,1.77186,0.469271,1.12763,0.652223
893,3.20135,0.790971,1.02849,1.52327
894,2.64896,0.944157,1.243,1.25999
895,2.81524,1.00036,0.930843,1.00242
896,1.84349,0.713349,1.39985,1.1148
897,2.07242,0.755365,1.36489,0.836748
898,2.6879,0.93552,1.35944,1.32625
899,1.73114,0.66617,0.559744,1.56045
900,3.00544,0.849979,0.957694,1.28795
901,3.60809,0.886756,1.02252,3.78005
902,4.24537,0.932166,0.918479,2.71452
903,4.78413,0.986731,1.26039,1.9442
904,4.67798,0.894625,1.31441,1.40911
905,3.99086,0.829016,1.21216,2.32528
906,3.75287,0.987878,1.4205,1.29043
907,4.0332,1.62437,1.60853,1.74339
908,4.17655,1.12215,1.43147,1.87784
909,3.17853,1.12376,1.21598,2.29731
910,3.36094,1.1424,2.86623,1.1353
911,1.46158,1.16009,2.07747,1.12767
912,2.24585,0.730985,1.36892,1.38642
913,2.71831,1.55708,1.71696,1.53148
914,3.45058,1.34754,1.46501,1.96697
915,2.82026,1.4839,1.5247,1.70351
916,1.82509,1.47153,1.59058,1.78715
917,2.32504,1.44205,1.63964,1.59315
918,2.66143,1.35398,1.50123,1.46006
919,2.02257,0.746106,1.00849,1.06258
920,4.33604,1.32454,1.6452,1.76077
921,4.10725,1.6155,2.29101,2.52267
922,1.63032,1.3407,1.3823,2.35334
923,2.43075,1.28567,1.6714,1.77182
924,5.00196,1.52178,1.5076,1.50098
925,6.16033,1.48025,1.33058,1.7706
926,3.15792,1.12932,1.6665,1.01985
927,2.78267,1.41899,2.14723,1.66659
928,1.94557,1.24273,1.52115,3.27507
929,4.13519,1.13813,1.2879,3.48853
930,2.73391,1.11665,1.24651,1.46376
931,4.41842,1.1898,1.1977,1.2112
932,3.75039,1.11414,1.46007,1.17288
933,3.03295,0.693045,0.818706,0.932595
934,3.79014,1.43757,1.61827,2.17778
935,4.50741,1.42726,1.56437,1.61865
936,4.98771,1.94378,1.99609,2.02036
937,2.67091,1.33413,2.04481,1.65707
938,3.2883,1.53206,1.89081,1.69316
939,1.74134,1.2645,1.62661,1.71049
940,2.62958,1.11765,0.815944,1.1758
941,4.5707,1.57253,1.31395,1.7172
942,2.64483,1.36078,1.2456,1.53195
943,2.77184,1.22831,1.2125,1.2871
944,0.993134,0.97112,0.998028,1.13461
945,1.21275,0.970986,1.52015,1.42575
946,0.881568,0.558158,1.26554,0.74336
947,3.44793,0.830622,1.55717,1.20494
948,3.36273,0.812762,1.7071,1.89096
949,0.881992,0.833229,1.11508,1.67932
950,1.73817,0.826756,0.992887,1.55087
951,4.29308,1.83376,1.43478,1.66694
952,5.36081,1.5606,1.29519,1.33548
953,3.00708,0.55194,0.736507,0.70526
954,1.13033,0.934076,0.973845,1.25862
955,3.6978,1.15193,1.4683,1.70318
956,4.71997,1.13339,1.41858,1.32605
957,4.48109,1.25022,1.23734,1.78403
958,4.60678,1.17799,1.20252,1.95936
959,2.48323,0.966469,1.15974,1.09134
960,4.14808,0.813275,0.969224,0.949313
961,5.00211,1.16515,1.50874,1.2273
962,5.50397,1.0418,1.17984,1.09488
963,3.67207,0.978966,1.86303,1.03184
964,1.83373,0.937706,1.66313,2.61826
965,1.48969,1.12823,1.03804,3.00169
966,3.34898,1.3331,1.50527,1.66905
967,1.12964,0.630012,0.740441,1.26185
968,1.5783,0.944429,1.2522,2.36643
969,1.37599,1.01597,1.24517,1.49819
970,2.94786,1.24528,1.43394,1.27877
971,4.20538,1.20244,1.45512,1.28743
972,4.33678,1.38684,1.77305,2.55052
973,5.15774,1.23686,1.99161,2.37178
974,3.37906,1.40066,1.51543,1.50514
975,4.84277,1.86377,1.37193,2.1291
976,4.10729,1.89768,1.76438,1.45986
977,4.72137,1.38074,3.72178,1.87422
978,3.18039,1.42153,3.43075,1.56445
979,2.51728,1.74133,1.70244,1.6465
980,2.24478,1.61842,2.06765,2.08003
981,2.3137,0.931657,2.41397,2.20514
982,4.52644,1.98379,3.27918,2.77673
983,4.3101,2.00918,2.05343,2.12417
984,2.64041,2.03943,2.11458,1.99969
985,2.82006,1.94222,2.0268,2.25159
986,3.94828,2.07323,1.9327,2.05453
987,3.96602,2.28438,2.05428,2.32318
988,2.6128,1.49071,1.25896,1.42078
989,2.5748,1.88539,1.94965,1.73385
990,5.05604,1.30678,2.07958,1.52904
991,4.7863,1.79841,1.94033,1.96982
992,6.44679,1.3356,1.91456,2.08544
993,4.43475,2.29676,3.00548,3.64322
994,4.56439,0.654264,0.820882,2.31096
995,4.78655,1.18354,1.63076,3.32921
996,5.71255,1.27936,1.38809,2.03324
997,4.93352,1.30825,1.41085,3.00377
998,3.98915,1.26458,1.39232,1.3203
999,2.51906,1.20728,1.85484,1.46066
1000,1.68777,1.29456,2.4105,1.30061
1001,1.71866,0.861038,1.9128,1.18494
1002,2.67291,1.28309,1.4651,1.52264
1003,1.76248,1.7868,2.49537,2.16846
1004,2.37193,1.76456,2.11462,1.79674
1005,3.28277,1.44756,1.63757,2.85476
1006,2.89838,1.56277,1.92988,2.03169
1007,3.87572,1.47403,1.86058,1.88746
1008,2.03137,1.14754,1.07043,1.03714
1009,3.48409,1.51695,1.68262,1.77886
1010,2.97735,1.45668,1.95563,1.78865
1011,3.10212,1.44217,2.0101,1.78559
1012,2.74366,1.46235,1.3662,1.5065
1013,1.87253,1.22949,1.78968,1.64197
1014,2.28513,1.50888,1.72515,1.69525
1015,0.75167,0.842019,1.13297,1.22946
1016,2.9956,1.35226,2.12804,1.31861
1017,2.60968,1.17549,1.67489,1.73558
1018,2.16616,1.23503,1.89038,1.86328
1019,2.21581,1.42725,1.61486,1.94604
1020,2.71151,1.36767,1.52635,1.99588
1021,2.13849,1.74788,1.58776,1.46337
1022,1.14975,0.979266,0.970715,1.23537
1023,2.33402,1.53027,1.71505,1.64145
1024,2.74799,1.57504,2.20204,2.08411
1025,2.63597,1.71871,2.59667,2.08641
1026,3.70373,1.89297,1.92013,2.23871
1027,3.49302,2.24178,2.54076,3.71615
1028,3.1499,2.16289,2.63923,2.8313
1029,2.04334,1.22718,1.30589,1.32388
1030,3.77734,2.81752,2.54147,2.80959
1031,3.83042,2.67212,2.65407,3.86381
1032,3.36157,2.33755,2.61746,2.89706
1033,3.3797,2.62899,3.36691,2.75654
1034,2.93668,2.88238,2.57589,2.45972
1035,1.44631,1.47843,1.22811,1.56649
1036,3.18292,2.10188,3.03172,2.70393
1037,2.8219,2.0986,2.91165,2.46906
1038,3.17248,2.37904,2.79423,2.7296
1039,2.2368,1.59841,1.92194,2.01808
1040,1.9496,1.43992,1.716,1.89741
1041,1.5628,1.46201,1.42293,1.60365
1042,1.17944,0.826915,1.06172,1.19825
1043,3.56605,1.51999,2.25793,1.63316
1044,3.22421,1.53255,1.77325,1.71054
1045,2.91216,1.91626,2.28865,2.15042
1046,1.95368,1.68816,1.88107,1.80903
1047,2.25225,1.57087,1.75001,1.80085
1048,3.60947,1.86746,1.82176,1.92619
1049,1.04993,1.04783,1.37146,1.72581
1050,2.61073,1.77438,2.18246,2.53417
1051,2.45873,1.83929,2.42318,2.56298
1052,3.09558,2.15359,1.98132,4.05632
1053,3.84681,1.86214,2.21278,2.04139
1054,5.03646,2.11486,2.19679,2.34271
1055,3.6224,2.65788,3.19192,2.12575
1056,3.42583,1.02151,3.02684,1.68433
1057,3.5995,2.01659,2.16615,2.25509
1058,5.12625,2.02964,2.11359,2.11976
1059,3.93411,2.49259,2.55249,2.69437
1060,4.14713,2.44129,2.5552,2.70499
1061,3.33461,2.23836,2.38572,3.36149
1062,2.22402,2.15537,2.40157,2.53518
1063,1.85095,1.54492,1.75066,1.60851
1064,2.69775,2.45282,2.98594,2.69628
1065,2.81316,2.24906,2.2411,3.72951
1066,3.24189,2.23757,2.4853,2.95135
1067,4.8049,2.10253,2.43365,2.31996
1068,3.48035,2.16095,2.64851,3.74858
1069,4.7591,1.95469,2.18605,2.25813
1070,1.84427,1.40335,1.22882,2.65215
1071,2.46931,1.82894,2.32577,4.36141
1072,2.67945,2.10177,2.35425,2.65574
1073,3.69711,2.08524,2.5174,2.5427
1074,4.36823,2.36175,2.88567,2.9484
1075,4.70766,2.48901,2.52604,3.29886
1076,3.04437,2.22559,2.04026,2.90561
1077,3.29718,1.13707,1.25951,1.15967
1078,4.87045,2.32384,2.18075,2.88299
1079,5.7349,1.88366,2.03499,2.43396
1080,4.22167,2.2148,2.38261,2.29893
1081,3.81107,1.67237,1.88715,1.86985
1082,3.45411,1.63573,1.83893,3.87771
1083,2.36692,0.832823,1.08964,2.42318
1084,2.45074,1.54761,1.94087,4.219
1085,2.85447,1.47172,1.5231,2.38001
1086,2.55657,1.38294,1.62647,1.4827
1087,1.93142,1.21042,1.88103,1.54659
1088,1.935,1.10192,1.27654,1.3601
1089,2.73433,1.13733,1.33001,2.71294
1090,1.70632,0.672325,1.24733,0.785146
1091,1.70276,1.13476,1.52226,1.94081
1092,2.20846,1.19728,1.6302,1.79942
1093,2.73478,1.31124,1.63453,2.23764
1094,2.01058,1.36512,1.75489,1.47869
1095,3.27495,1.49274,1.55677,1.7168
1096,4.29759,1.44394,1.60372,1.93304
1097,2.39543,0.851199,1.18542,0.946557
1098,4.0531,1.53563,1.81916,2.00971
1099,2.35658,1.55275,1.82441,1.77005
1100,1.87406,1.39955,1.5102,2.54282
1101,1.72169,1.58274,1.58739,2.61385
1102,1.78322,1.34797,1.50637,2.39857
1103,2.55311,1.36259,1.49279,2.58504
1104,1.6903,0.760055,1.18227,1.24598
1105,1.80212,1.33898,1.74779,1.72188
1106,3.57536,1.59837,2.09484,1.9023
1107,5.19896,1.60822,1.74513,1.80706
1108,4.91322,1.52981,1.50429,2.14165
1109,4.50487,1.42783,1.69751,1.58332
1110,3.17309,1.38217,1.88366,2.39988
1111,2.71231,0.850725,2.3792,1.67795
1112,2.79086,1.48026,2.24347,4.37633
1113,3.30718,1.55296,1.71118,8.05078
1114,1.88856,1.53974,1.62177,2.56138
1115,2.54603,1.50584,1.60218,2.25155
1116,4.06606,1.66991,1.53777,1.6844
1117,2.10309,0.994716,0.997685,1.00909
1118,2.88782,1.7002,2.81967,2.71324
1119,2.3927,1.75081,2.25502,1.85856
1120,3.6079,1.96294,2.12056,2.23721
1121,3.7951,2.27362,2.48581,2.58282
1122,4.86632,2.4538,2.05402,2.21961
1123,4.50849,2.14379,2.0225,2.64845
1124,2.84184,1.15763,1.09236,1.43719
1125,3.80519,2.42461,2.0741,2.25459
1126,5.15969,2.26072,2.00075,2.80745
1127,4.04932,2.00784,1.95213,2.38398
1128,5.47494,1.99019,2.75919,4.70757
1129,4.37521,2.07366,2.22029,7.4557
1130,5.26866,1.76483,1.85776,3.14677
1131,3.67832,1.33965,1.42477,1.5752
1132,5.52997,1.70925,1.77228,2.36546
1133,4.30799,2.07517,2.38311,4.93432
1134,4.98334,1.94585,2.10155,3.10799
1135,2.87151,2.1062,2.04957,4.17061
1136,2.85685,1.81025,1.9007,1.83083
1137,2.99684,1.73921,2.15703,1.80166
1138,2.14615,1.15676,1.07495,1.2527
1139,3.72629,2.25887,2.16167,2.01018
1140,3.92311,1.81686,2.1978,2.01083
1141,3.53073,1.80435,2.08553,2.06037
1142,3.62228,1.73883,1.81944,1.8336
1143,2.87477,1.86173,1.87375,2.25418
1144,4.90508,1.79793,2.13204,1.93149
1145,2.38021,1.00375,1.19176,1.27422
1146,2.75387,1.88991,2.05628,2.14742
1147,2.1262,1.85066,2.11656,2.01458
1148,3.10116,2.0419,2.18431,2.52881
1149,2.37755,1.6919,2.50207,2.87683
1150,1.94981,1.60137,1.71706,2.62587
1151,2.21985,1.69892,1.76276,2.8633
1152,1.75529,0.903267,1.01745,2.08331
1153,1.66565,1.59516,1.62942,1.71797
1154,1.68317,1.48285,1.54413,1.76708
1155,2.6196,1.47104,1.45631,2.09042
1156,4.09692,1.39014,1.43277,3.20103
1157,4.3036,2.05278,1.79651,4.30367
1158,4.22333,0.914362,1.17106,1.20449
1159,2.56189,0.632501,0.93554,0.728374
1160,2.23093,0.90909,1.34719,1.08702
1161,2.80305,0.900368,1.02596,1.24344
1162,2.83088,0.956095,1.05465,1.33831
1163,3.78284,0.981358,1.36947,1.80841
1164,3.46312,0.999828,1.27484,2.20853
1165,1.07874,0.667184,0.985292,1.03365
1166,2.65049,0.998213,1.15692,1.18597
1167,2.55773,0.976845,1.73327,2.95428
1168,2.2256,1.00928,1.31989,3.20895
1169,1.99451,0.97948,1.85727,3.85521
1170,3.43001,1.03832,1.31064,1.90764
1171,3.4608,1.51107,1.50981,1.61713
1172,2.19793,0.632443,1.15025,0.88055
1173,1.91985,1.10749,1.2101,1.19985
1174,3.30377,1.10425,1.37276,1.80062
1175,2.43902,1.1395,1.318,1.4483
1176,3.17701,1.43086,1.56,1.36939
1177,3.29949,1.25507,1.29858,1.43159
1178,4.45634,1.32295,1.44823,1.45751
1179,1.19894,0.719726,0.775925,1.31955
1180,4.50477,1.61465,1.62273,1.69383
1181,3.32007,1.63884,1.70581,4.1588
1182,3.06555,1.71344,1.98224,5.45358
1183,2.19595,1.34056,1.60853,1.619
1184,1.87155,1.54186,1.66532,3.08021
1185,2.67598,1.53173,1.81422,1.84519
1186,1.31751,0.782528,1.17243,1.45286
1187,4.24889,2.06476,2.26211,1.66951
1188,2.23046,1.58947,1.43566,2.4534
1189,2.61508,1.3318,1.52655,2.25858
1190,4.76282,1.27874,1.44822,1.52586
1191,5.26224,1.28522,1.45809,1.66829
1192,6.20573,1.13445,1.24257,2.84527
1193,2.68711,0.646263,0.805502,1.90091
1194,1.49511,0.978259,1.36713,1.7674
1195,2.70316,1.08065,1.9156,2.12366
1196,3.30191,0.952251,1.21151,1.86235
1197,3.67465,1.27338,2.15337,1.8797
1198,2.75107,1.08846,1.69429,0.98892
1199,1.81318,0.917286,0.976588,1.16531
1200,2.32729,0.55479,0.671601,1.37617
1201,3.77291,0.979083,2.02669,1.32064
1202,3.56172,0.984833,1.4733,1.29431
1203,2.61962,0.847164,1.428,1.2538
1204,1.22629,0.833596,1.64226,1.54226
1205,2.44703,0.790025,1.46803,1.48066
1206,2.07797,0.531492,0.957582,0.962865
1207,3.6772,0.899497,1.25521,1.39757
1208,4.27529,1.29653,2.23367,1.78013
1209,5.74678,0.82906,3.02202,1.55995
1210,6.18606,1.25328,1.12313,2.21709
1211,6.97565,1.01858,1.22798,1.2722
1212,6.77352,2.19064,2.28577,3.64799
1213,6.17072,0.638944,2.48186,3.01998
1214,6.55051,1.29491,4.00592,2.00175
1215,6.88977,1.16742,1.56056,1.7184
1216,6.3365,1.26595,2.1956,2.60358
1217,5.72403,1.12085,1.64393,1.29159
1218,4.35272,1.09955,1.33845,1.44602
1219,2.68971,0.761386,0.994266,0.811667
1220,4.17731,0.637358,1.02884,0.865339
1221,6.13065,1.02344,1.46955,1.25942
1222,5.07376,0.951816,2.19865,2.57031
1223,4.14303,0.820889,1.27199,3.953
1224,1.47948,0.811248,1.46053,2.46334
1225,2.42662,1.14284,1.5211,1.65628
1226,2.97023,1.00919,1.81913,1.12378
1227,1.79462,0.535677,1.61737,1.02934
1228,2.71589,0.981672,2.15969,4.13247
1229,2.75675,0.959097,2.50058,1.02658
1230,2.57932,1.02417,1.12723,1.06465
1231,1.94102,0.839457,1.58747,1.3313
1232,1.70576,0.953105,1.10262,1.69906
1233,2.96042,1.03769,1.16056,1.48835
1234,1.52806,0.740808,1.21114,0.981708
1235,2.73592,1.07855,1.28194,1.36712
1236,2.32483,0.964582,1.21087,1.38018
1237,3.028,1.02787,1.43514,1.51334
1238,1.90298,1.07499,1.27461,1.26501
1239,2.91158,1.03767,1.93073,1.78952
1240,3.77954,1.36221,1.64065,1.6568
1241,2.62016,0.616835,1.10205,1.86641
1242,1.2353,1.03687,1.17266,2.20543
1243,3.03976,1.14324,1.42845,1.30818
1244,4.61608,1.40613,1.42494,1.70788
1245,5.92675,1.23425,1.36888,1.89935
1246,5.09876,1.33337,1.65591,1.6675
1247,6.07223,1.40043,2.38033,1.57829
1248,4.0129,0.861406,2.31616,1.15967
1249,3.76165,1.29328,2.13067,1.36482
1250,4.70667,1.55184,1.82336,2.03037
1251,6.99188,1.57834,2.90402,2.25835
1252,5.51218,1.83974,3.78067,1.93559
1253,6.00948,1.64331,1.8181,2.10637
1254,4.16661,0.884158,0.867771,1.3607
1255,5.37957,1.90181,1.75609,1.943
1256,4.65977,2.12451,1.87474,2.20151
1257,4.82979,2.03667,1.88206,1.90889
1258,3.90895,1.87511,3.5157,2.21427
