FrameId,Original,SURF,ORB,FAST
238,4.67201,2.96171,2.84625,3.35169
239,5.37856,2.7843,3.04683,3.07452
240,5.28121,3.07845,3.71989,3.56466
241,6.31394,2.15326,2.57996,3.44687
242,4.34278,1.10281,1.59564,2.65977
243,6.01363,2.23944,2.36759,2.80746
244,5.4555,2.29638,3.04712,2.7356
245,7.00154,2.46714,3.42707,3.74404
246,5.40009,2.36876,2.64859,4.73987
247,4.71493,3.13316,3.38935,5.79088
248,2.1975,1.48747,1.5161,1.58334
249,3.20297,1.41489,1.65073,2.13829
250,2.04143,1.28174,1.44635,1.57738
251,3.01287,0.960952,1.80781,1.92326
252,1.43647,0.877145,1.2552,1.29719
253,3.14245,0.896217,1.59672,2.1059
254,5.01634,0.970008,1.20908,1.82263
255,2.22024,0.573996,0.753374,0.681592
256,1.91745,1.30089,1.30619,1.3063
257,3.22599,1.06845,1.19666,2.29104
258,5.90575,1.06921,1.7588,1.37408
259,3.80706,0.987407,1.8181,2.03026
260,3.49169,1.15209,1.30129,1.759
261,2.84753,1.08747,1.22885,1.37624
262,3.29376,0.712455,1.10619,2.46519
263,3.75639,1.14382,1.23507,2.40421
264,5.14901,1.27257,1.35736,1.55973
265,4.16003,1.47257,1.70314,1.50573
266,2.99281,1.24673,1.54019,2.87903
267,3.60221,1.35334,1.49896,2.30344
268,3.22253,1.43808,1.49671,1.38898
269,2.91529,0.804181,1.42716,1.12083
270,4.85974,1.44102,1.71225,1.71402
271,5.47556,1.63199,1.72141,5.18794
272,2.76556,1.5146,2.16461,3.30494
273,2.02513,1.4143,1.67652,1.4321
274,2.38723,1.5497,1.59377,1.49648
275,2.67992,1.4577,1.61333,1.38357
276,2.72846,0.732916,1.34443,4.03377
277,5.85601,1.26845,1.72534,4.26952
278,6.13056,1.38042,1.41592,2.59216
279,4.58199,1.12999,1.39772,2.22844
280,3.89766,1.00653,1.18999,6.137
281,1.57146,0.922957,1.22664,2.2928
282,1.75467,0.723779,0.958399,0.888962
283,2.57209,1.66892,0.898241,1.75939
284,3.72613,1.61002,0.977047,1.15879
285,5.14637,0.87533,0.860459,1.71289
286,5.35104,0.907823,1.58102,1.49047
287,6.51377,0.73454,1.77781,1.00761
288,5.8381,1.10828,1.28065,1.61043
289,6.15556,0.705603,1.18844,0.900181
290,6.09935,0.756907,1.61476,1.41994
291,6.31322,0.801499,1.15702,1.45353
292,7.01358,1.47105,1.15677,1.30563
293,5.69741,0.92464,0.934473,1.56539
294,4.07366,0.739154,1.35323,1.49689
295,2.5068,0.636387,1.40878,1.07522
296,4.12579,0.524541,1.08778,0.857158
297,6.69469,1.02497,1.36187,2.18853
298,4.4579,0.895267,1.20122,1.37362
299,4.01255,0.844456,0.967177,2.10252
300,2.70854,0.833957,1.37556,1.23302
301,2.65552,0.712319,1.56938,0.956337
302,3.3762,0.73707,1.60704,1.37891
303,1.14692,0.432936,1.58791,1.13147
304,2.80719,0.878459,1.05022,2.00926
305,2.94947,0.773519,1.18617,1.19143
306,2.86655,0.847294,1.29672,1.47205
307,5.54361,0.808312,1.07827,1.15599
308,5.76536,1.05264,1.2754,2.78236
309,4.76379,0.875755,1.0001,2.24545
310,5.16626,0.649308,0.905801,1.15606
311,4.77533,1.59226,1.311,1.29417
312,5.40851,1.16819,1.5344,1.01153
313,3.4807,1.23346,1.25208,1.10689
314,2.71969,0.943618,0.971942,1.34765
315,3.6399,0.94366,1.40095,1.99172
316,4.71439,1.39847,2.2173,1.93371
317,1.30623,1.05288,0.7492,1.52724
318,4.66419,1.16456,1.38993,1.8385
319,2.36805,1.07032,1.19807,2.03633
320,4.41001,1.25323,1.70512,1.87982
321,4.91877,1.09882,1.28479,2.86404
322,6.00166,1.54506,2.01569,3.98431
323,6.5255,1.38605,2.1262,1.33201
324,3.8044,0.745155,1.22119,0.866557
325,3.9566,1.28046,1.67173,1.45468
326,5.41097,1.66811,1.46222,1.70352
327,8.17707,1.69217,1.6835,1.86834
328,5.93497,1.71885,2.42456,2.20492
329,5.87645,1.43074,1.95955,3.29307
330,2.89765,1.48585,1.92528,2.2127
331,3.7971,0.804521,1.14233,1.31029
332,3.75493,1.47501,1.8907,1.64172
333,5.38368,1.51885,1.71408,1.93275
334,4.33563,1.70306,2.24647,1.7623
335,5.28437,1.41434,1.85101,1.52083
336,2.74004,1.282,2.50363,1.60994
337,4.17176,1.4843,1.489,2.01212
338,0.820823,0.690212,1.35684,2.7632
339,4.85462,1.45725,2.15057,2.79482
340,4.33712,1.29702,2.7548,2.59228
341,2.45102,1.39862,2.75696,2.50214
342,2.44728,1.36058,1.39934,2.68521
343,2.9228,1.23246,1.55441,1.28454
344,2.88349,0.738636,0.855517,1.00648
345,3.65466,1.66526,1.76863,3.09426
346,5.53857,1.74013,1.54089,1.66044
347,4.11962,1.75456,1.83697,2.14807
348,4.9135,1.32113,1.70644,1.51214
349,3.62972,1.64032,1.61931,1.9248
350,2.53381,1.32789,1.85361,2.09226
351,1.74575,0.782281,1.70214,1.13814
352,4.91582,1.52707,2.22708,1.88458
353,4.26295,1.49672,2.7734,1.63101
354,4.84271,1.66521,1.61147,1.82844
355,5.16198,1.61881,1.77304,2.2513
356,4.33423,1.44752,1.62707,1.96631
357,3.6861,1.3627,1.95633,1.41697
358,2.75389,0.824531,1.23541,1.13463
359,3.16449,1.42142,1.69757,3.28947
360,1.69374,1.36954,1.54629,3.30117
361,5.73795,1.51619,1.91525,1.73442
362,3.44729,1.54412,1.62371,2.248
363,6.29378,1.88638,1.69219,4.11893
364,2.73505,1.38416,1.52801,7.1741
365,1.6685,0.907348,0.914474,0.886089
366,3.3293,1.25482,2.01757,1.89104
367,5.04846,1.38312,2.12332,2.24593
368,4.31059,1.35655,1.80816,2.63345
369,4.16467,1.63618,2.03053,2.21781
370,2.97526,1.44865,2.08902,2.14678
371,2.87387,1.48169,2.00059,1.69417
372,2.59691,1.35558,1.44756,1.31364
373,3.20165,1.84304,1.78494,1.8985
374,3.72362,2.24133,2.13,1.91992
375,3.27876,1.87803,3.75702,2.1234
376,5.36173,2.11281,2.51144,3.41898
377,3.98731,2.04033,2.36755,2.66369
378,7.06335,2.13581,2.23755,2.60356
379,4.08437,1.45357,1.54995,1.69254
380,7.55636,2.58076,2.76116,3.09809
381,5.40623,3.24359,3.58371,3.24777
382,6.72682,2.69418,2.85663,3.30541
383,5.08871,2.79851,4.01605,3.65599
384,3.80232,2.82729,2.81126,2.8295
385,3.27191,1.62763,1.80493,1.88656
386,5.87675,2.47277,3.10611,2.88245
387,5.65155,2.64972,2.98561,3.66008
388,6.0062,2.41376,2.70605,3.00097
389,5.75375,2.58799,2.73477,2.71409
390,6.20898,2.15142,2.23435,2.66594
391,2.9573,2.04389,2.23548,2.22032
392,4.43913,1.04442,1.18705,1.56151
393,3.19541,2.20393,2.08034,2.52334
394,4.87214,1.47304,1.73945,2.52273
395,1.49227,1.25903,2.08589,1.56311
396,2.2388,1.83132,1.39697,2.2185
397,3.65959,1.68362,1.61844,2.82684
398,4.58188,1.89746,1.96055,1.83268
399,1.28967,0.731803,1.07038,1.2843
400,4.50428,1.45172,1.55628,1.67053
401,3.86574,1.98964,1.81954,1.84055
402,1.92267,1.34626,1.82544,2.12124
403,3.104,1.32229,1.48498,1.67987
404,5.08717,1.52955,1.75321,1.75019
405,5.47292,1.65183,1.73854,2.18917
406,3.77299,0.91907,1.13833,1.70541
407,6.10335,1.50286,1.64256,3.06361
408,4.04471,1.455,1.70449,1.72914
409,6.38221,1.57314,1.64909,2.42771
410,3.69397,1.83733,1.84897,6.45076
411,3.7595,1.5633,1.5585,3.40635
412,1.24523,1.70288,1.45271,1.60214
413,2.29437,0.671635,0.789795,1.18501
414,4.73804,1.32376,1.59532,2.07959
415,3.78765,1.06614,1.23033,2.4399
416,1.60787,1.05167,2.64557,1.35828
417,2.76611,1.1743,1.38405,2.67371
418,3.16973,1.21187,1.42201,4.62537
419,3.36674,1.09633,1.23391,1.47377
420,2.55936,0.707757,1.25512,2.61602
421,2.44716,1.18889,1.51792,1.81076
422,5.82039,1.45783,2.52984,1.67659
423,4.61981,1.33529,1.40728,2.16327
424,6.61808,1.57456,2.22923,2.41491
425,4.30041,1.97363,2.37082,1.67889
426,2.51373,1.5429,1.77064,1.66582
427,1.71298,0.847737,1.27711,1.10922
428,3.78663,1.59823,1.80238,2.34478
429,2.72267,1.57157,2.10858,2.02507
430,3.88548,1.74738,1.97554,2.24013
431,6.31084,1.75014,1.86975,1.75857
432,5.69301,2.31805,2.67709,2.51511
433,5.26259,1.02896,1.49611,1.62185
434,2.93136,1.6275,2.27123,2.75192
435,5.27476,1.86939,1.87928,1.78772
436,5.09121,2.2166,2.12925,2.19406
437,6.27092,2.07246,2.16722,2.10073
438,3.42479,1.709,2.56665,2.17882
439,3.17278,1.52088,1.95074,2.81575
440,1.67506,0.848814,1.31055,1.41401
441,3.6477,1.50257,1.83921,4.83304
442,2.23123,1.56611,1.76139,3.4983
443,2.81803,1.6839,1.9411,2.36902
444,3.8916,2.15892,2.08331,5.13505
445,4.06245,2.06067,2.3089,5.97171
446,4.97313,2.18526,2.26543,2.48932
447,2.38708,1.50292,1.60698,1.52636
448,2.90262,2.035,2.36678,2.20711
449,2.75333,2.01195,2.26552,2.16498
450,2.30773,2.11943,2.39793,2.22539
451,3.6898,2.35173,2.50711,2.25255
452,4.46636,2.12731,3.39871,2.88809
453,7.84321,2.21144,3.36912,2.64848
454,3.09616,1.0648,1.20004,1.34757
455,2.64349,1.91393,1.95606,2.1281
456,4.38122,3.6856,3.61265,2.81533
457,6.21705,1.66614,2.22592,3.13065
458,5.57379,1.83683,1.96997,2.61674
459,6.08641,1.79863,2.33619,2.14431
460,3.78679,0.897844,1.30233,1.47407
461,3.67057,1.4229,2.27542,1.37954
462,4.28944,1.5517,2.14942,1.99817
463,5.38288,1.45336,2.0475,1.80523
464,4.9998,1.81574,2.65913,2.08228
465,5.16973,1.85451,1.70201,2.09788
466,3.4005,1.44296,1.60638,2.1794
467,2.96711,0.782179,1.02382,1.61067
468,2.19262,1.47863,1.54748,1.45518
469,2.75405,1.31399,1.36926,1.47824
470,1.5031,1.31325,1.36376,1.76527
471,1.62747,1.63462,1.59057,2.47804
472,2.44708,1.50763,1.6122,2.5841
473,2.60943,1.71166,1.65406,1.86489
474,0.755553,1.2921,1.18828,0.782162
475,2.25914,1.511,1.6843,1.96334
476,1.6576,1.64234,1.62491,1.64121
477,2.64018,1.76691,2.03907,2.00566
478,2.87769,1.73863,1.88222,1.87361
479,2.97321,2.24767,2.14705,3.23584
480,2.64433,2.08608,2.27075,3.14668
481,1.81525,0.881252,1.19517,1.23397
482,3.83752,1.91387,2.12862,1.82981
483,2.61859,2.74739,2.30687,2.12475
484,3.23206,2.05619,1.95232,2.40816
485,2.48715,1.51381,1.83273,1.82505
486,2.96055,1.66225,1.47317,1.6446
487,1.37568,1.16175,1.086,4.11465
488,2.20171,0.636421,0.892327,3.06528
489,4.78997,2.52173,1.97321,1.88121
490,3.60768,1.04159,1.01077,0.862118
491,2.34519,0.877217,0.737541,1.30526
492,2.14934,0.580471,0.608799,0.66778
493,3.09903,0.592694,0.796872,0.83467
494,3.48343,0.618293,0.774175,0.88857
495,2.54208,0.465658,0.591421,0.987034
496,1.62525,0.696568,0.938091,0.832002
497,3.47962,0.814431,1.21681,1.30385
498,4.11041,0.663134,0.620292,1.02761
499,4.52311,0.763218,0.876922,1.05971
500,3.41565,0.828694,1.50081,0.893954
501,3.07844,0.807056,1.57156,1.28739
502,1.9695,0.653579,0.416447,0.690079
503,3.17673,0.659237,0.871205,0.898761
504,1.93261,0.61187,0.791812,1.18774
505,1.09258,0.728663,0.977184,0.865974
506,2.35092,1.2369,0.87421,1.01526
507,4.04007,1.58437,1.15309,3.7066
508,2.11185,0.774554,0.610533,3.10981
509,1.60895,0.936413,1.00762,1.50106
510,1.77931,1.0107,0.927998,1.89448
511,2.01625,1.16052,1.08834,1.12743
512,2.17061,0.88057,1.26185,1.5919
513,1.95219,0.910884,0.996997,1.02604
514,3.27689,1.03618,1.38414,1.44411
515,2.08608,0.990083,1.03358,2.26662
516,2.88406,1.5424,1.41293,2.70667
517,3.92056,1.35461,1.86754,3.07319
518,5.47443,1.45892,2.04291,2.56482
519,4.2804,1.82921,2.16398,2.19468
520,4.49998,1.2885,1.64716,1.77804
521,2.77568,1.52869,2.00577,1.86168
522,3.66999,0.775781,1.39596,0.843248
523,5.26325,1.46784,1.66234,1.93576
524,5.57032,1.10667,2.04688,1.59524
525,4.75539,1.14224,1.70557,1.70636
526,3.96469,0.900252,1.033,1.02307
527,3.04331,1.09008,1.48412,1.91312
528,1.21434,0.824195,1.04559,1.28879
529,2.14963,0.428308,0.529972,0.805656
530,5.13452,0.684578,0.824217,0.877736
531,3.84768,0.910667,0.997627,1.30743
532,1.93089,0.576464,0.69876,1.21443
533,1.25308,0.477314,0.679875,1.60608
534,1.45759,0.504188,0.874845,1.14366
535,2.57226,0.675323,0.887625,1.68958
536,0.734252,0.463801,0.596833,1.26904
537,2.35903,0.532454,0.595885,2.02035
538,2.30248,0.585233,1.08541,1.87951
539,2.3401,0.57688,1.56677,0.579669
540,2.72627,0.68131,1.64919,0.942058
541,3.208,0.529218,0.687644,0.906098
542,3.57028,0.983566,1.20063,0.887059
543,2.26889,0.416256,0.628965,1.00105
544,1.61698,0.491188,0.758344,1.00463
545,2.48092,0.55176,1.24184,0.754043
546,3.11609,0.69577,1.21728,1.5259
547,2.88756,0.593136,0.821689,1.60914
548,1.27459,0.519084,0.522258,0.832796
549,1.23784,0.565984,0.931726,1.52581
550,2.63311,0.587818,0.801242,0.911652
551,4.61078,0.765346,0.75069,1.30787
552,4.00066,0.591611,0.812881,0.80207
553,3.14067,0.641808,1.51928,0.885664
554,3.03801,0.897137,1.3347,1.89032
555,0.69221,0.589764,0.699646,1.5584
556,1.73329,0.541269,0.84048,1.69782
557,3.06677,0.749574,1.89398,1.03834
558,2.70673,0.664061,1.48861,1.44009
559,1.02109,0.782851,0.701896,2.57576
560,1.963,0.623105,1.137,0.973089
561,5.06413,0.815025,1.40764,1.33729
562,5.48375,0.739044,2.05992,0.867581
563,4.69379,0.514663,1.00122,1.23326
564,5.16255,0.852859,1.35648,1.41582
565,5.18343,0.789013,1.488,1.58555
566,6.58741,0.901019,1.54483,1.40653
567,5.9022,0.824529,1.70299,1.06827
568,5.91382,0.941387,1.01175,1.10515
569,4.86006,1.08123,1.61669,1.47619
570,3.78722,0.564489,1.9944,1.36268
571,3.98552,1.05697,0.953583,2.15371
572,3.90436,0.850014,1.23064,1.33996
573,3.38839,0.949053,1.07177,1.0868
574,3.01707,0.827046,1.13554,0.892746
575,3.66972,0.963489,1.20853,1.13675
576,3.99864,0.989065,1.04885,1.14754
577,2.25415,0.563954,0.602372,0.622599
578,1.19037,0.698164,0.874398,1.53499
579,1.50522,0.955666,1.41103,1.65049
580,2.92195,1.3508,1.58614,2.33717
581,2.16324,1.27006,0.824628,0.848355
582,3.69172,0.844793,1.04961,0.900138
583,2.86594,0.698689,0.946225,1.40238
584,1.95509,0.454186,0.818732,1.03698
585,1.52381,0.703541,0.891834,1.4783
586,2.33228,0.695005,0.801141,1.25957
587,1.51342,0.637817,1.62984,1.08116
588,3.0544,0.643472,1.48479,1.38896
589,4.06524,1.10335,1.26304,1.40597
590,4.37663,0.763473,0.945273,0.848114
591,2.27284,0.439451,0.519845,0.690599
592,3.25145,0.75019,0.923459,0.800375
593,1.03647,0.725647,0.938047,2.16222
594,4.43634,0.722018,1.52944,2.21565
595,5.22492,0.949806,2.29082,1.06425
596,6.14264,0.870657,1.14288,3.25374
597,4.6854,0.993475,1.40017,2.30207
598,5.0609,0.653012,0.688843,2.09864
599,4.90961,1.04779,1.35882,1.93683
600,4.72299,0.842606,1.0196,2.25587
601,3.84813,0.897494,1.0533,3.07544
602,3.90891,0.612277,1.168,1.82304
603,4.17749,1.06869,1.38481,2.39671
604,0.747735,0.448138,0.928714,0.83929
605,2.79524,0.80812,0.963366,1.03311
606,2.41611,0.794444,0.93337,1.13418
607,2.24938,0.591454,0.798274,0.935635
608,3.07036,0.592777,0.615134,0.650263
609,2.06736,0.512725,0.742892,2.32144
610,2.27519,0.551933,0.910551,2.51197
611,2.18514,0.568817,1.03115,1.12064
612,3.18097,0.881559,1.55897,1.06795
613,4.17355,0.787231,0.835432,0.883047
614,3.04649,0.637419,0.922424,0.911972
615,4.2528,0.490988,0.972026,0.743533
616,3.65854,0.80321,1.18052,1.19663
617,2.18385,0.774397,0.910995,1.86789
618,3.45677,0.681301,1.1679,2.5572
619,5.42105,0.700189,0.979977,1.46829
620,5.19521,0.883019,1.07539,0.981278
621,3.35767,0.58741,0.859078,0.814115
622,2.08631,0.640182,0.910759,1.36132
623,1.85886,0.505486,0.856518,0.97753
624,3.21137,0.682615,0.935136,1.18996
625,0.861589,0.428466,0.831238,0.984323
626,2.39164,0.631286,0.773543,1.85557
627,3.28364,0.751214,0.662163,1.79539
628,3.26572,0.68092,0.807257,1.17566
629,0.986293,0.610845,0.777607,1.02464
630,1.90885,0.579726,0.74577,1.11644
631,2.30861,0.728825,1.0451,0.974065
632,2.38157,0.498566,0.444597,0.624125
633,2.50621,0.902818,1.16831,1.60081
634,2.79601,0.701085,1.2789,1.35779
