,Stabilizer,Mean pixel displacement,Better [abs],Better [frac],Better [%],Worse [abs],Worse [frac],Worse [%]
0,Original,1.0295330202333675,1460,1.0,100.0,0,0.0,0.0
1,FAST,0.8787400096083146,1313,0.8993150684931507,89.93150684931507,147,0.10068493150684932,10.06849315068493
2,ORB,0.8784062973926937,1343,0.9198630136986301,91.98630136986301,117,0.0801369863013699,8.013698630136986
3,SURF,0.8697345935908618,1396,0.9561643835616438,95.61643835616438,64,0.043835616438356206,4.38356164383562
