,X,Y,Size Total,Inlier Fraction,Cluster/ID,Cluster/Size,Cluster/Fraction,Cluster/Mean [x],Cluster/Std [x],Cluster/Min [x],Cluster/Max [x],Cluster/Mean [y],Cluster/Std [y],Cluster/Min [y],Cluster/Max [y]
0,Translation [x],"['Loss [Correspondences]', 'Loss [Lambdas]']",1500,0.9733333333333334,-1,1460,1.0,695827.93033536,0.0013758156707866394,695827.9282601016,695827.9328357881,342.72126680259237,3.208576319717005,318.5306648258492,343.72839321301745
1,Translation [x],"['Loss [Correspondences]', 'Loss [Lambdas]']",1500,0.9733333333333334,3,1128,0.7726027397260274,695827.9304857615,0.0014315686363701651,695827.9282601016,695827.9328357881,343.5792044995111,0.09101781948463127,343.20736716910085,343.72839321301745
2,Translation [x],"['Loss [Correspondences]', 'Loss [Lambdas]']",1500,0.9733333333333334,6,83,0.05684931506849315,695827.9310852329,0.0011990806910160336,695827.9300312124,695827.9326624767,331.434776645401,0.9951173574425026,330.1847803290583,332.25919025556897
3,Translation [x],"['Loss [Correspondences]', 'Loss [Lambdas]']",1500,0.9733333333333334,9,242,0.16575342465753426,695827.9293516346,0.0002640116595992848,695827.9289349385,695827.9298561893,343.23460411461195,0.012608438286793143,343.21294762403744,343.2810513819455
4,Translation [y],"['Loss [Correspondences]', 'Loss [Lambdas]']",1500,0.9733333333333334,-1,1460,1.0,5346090.980053223,0.0008541595214171373,5346090.979256741,5346090.983513836,342.9110883719712,2.5866487327748815,330.18730023131207,343.72839321301745
5,Translation [y],"['Loss [Correspondences]', 'Loss [Lambdas]']",1500,0.9733333333333334,0,1142,0.7821917808219178,5346090.979814371,0.00038338850997792536,5346090.979256741,5346090.980464814,343.5704985681864,0.10169126273985117,342.9901792961369,343.72839321301745
6,Translation [y],"['Loss [Correspondences]', 'Loss [Lambdas]']",1500,0.9733333333333334,1,76,0.052054794520547946,5346090.983316587,0.0005018574315906061,5346090.981571632,5346090.983513836,331.9724402956964,1.362316845493771,330.18730023131207,335.81419011017806
7,Translation [y],"['Loss [Correspondences]', 'Loss [Lambdas]']",1500,0.9733333333333334,2,242,0.16575342465753426,5346090.980155519,6.886614328182979e-05,5346090.980014539,5346090.980264578,343.2346041146119,0.012608438286793144,343.21294762403744,343.2810513819455
8,Translation [z],"['Loss [Correspondences]', 'Loss [Lambdas]']",1500,0.9733333333333334,-1,1460,1.0,540.8011942110592,0.0013303524259580491,540.8008226281888,540.8080118012591,342.9109749236777,2.5866310629565694,330.18523256267054,343.72839321301745
9,Translation [z],"['Loss [Correspondences]', 'Loss [Lambdas]']",1500,0.9733333333333334,1,76,0.052054794520547946,540.8068083337198,0.000835887547518691,540.8047274521119,540.8080118012591,331.97237469991506,1.3624028294868005,330.18523256267054,335.81419011017806
10,Translation [z],"['Loss [Correspondences]', 'Loss [Lambdas]']",1500,0.9733333333333334,2,242,0.16575342465753426,540.8009525871,1.8236327972910514e-05,540.800921736234,540.8009890642941,343.23460411461207,0.01260843828679314,343.21294762403744,343.2810513819455
11,Translation [z],"['Loss [Correspondences]', 'Loss [Lambdas]']",1500,0.9733333333333334,7,1142,0.7821917808219178,540.800871793962,4.7176415255037614e-05,540.8008226281888,540.8012193557003,343.57035789460576,0.10148237738808875,342.9901792961369,343.72839321301745
12,Rotation [x],"['Loss [Correspondences]', 'Loss [Lambdas]']",1500,0.9733333333333334,-1,1460,1.0,76.66649455783896,0.001263497520126523,76.66609826899254,76.67283129364972,342.91099871185804,2.5866206687336266,330.18730023131207,343.72839321301745
13,Rotation [x],"['Loss [Correspondences]', 'Loss [Lambdas]']",1500,0.9733333333333334,1,76,0.052054794520547946,76.67182357150153,0.0007684205903736934,76.66966692767447,76.67283129364972,331.97244029569646,1.3623168454937709,330.18730023131207,335.81419011017806
14,Rotation [x],"['Loss [Correspondences]', 'Loss [Lambdas]']",1500,0.9733333333333334,2,242,0.16575342465753426,76.66635284870083,3.143632168192225e-06,76.6663349069817,76.66635489716441,343.23460411461195,0.012608438286793141,343.21294762403744,343.2810513819455
15,Rotation [x],"['Loss [Correspondences]', 'Loss [Lambdas]']",1500,0.9733333333333334,15,1142,0.7821917808219178,76.66616994187852,4.610828118010644e-05,76.66609826899254,76.66637439134065,343.5703839414218,0.10152178030725567,342.9901792961369,343.72839321301745
16,Rotation [y],"['Loss [Correspondences]', 'Loss [Lambdas]']",1500,0.9733333333333334,-1,1460,1.0,0.8744496619772107,0.002003398337555217,0.8645040220610646,0.8752621797039878,342.91097491722616,2.586631060921674,330.18523256267054,343.72839321301745
17,Rotation [y],"['Loss [Correspondences]', 'Loss [Lambdas]']",1500,0.9733333333333334,1,76,0.052054794520547946,0.8660440576745873,0.0011644607544276893,0.8645040220610646,0.8692666934252133,331.9723746999152,1.3624028294868002,330.18523256267054,335.81419011017806
18,Rotation [y],"['Loss [Correspondences]', 'Loss [Lambdas]']",1500,0.9733333333333334,2,242,0.16575342465753426,0.8747122738363924,2.166788066316994e-05,0.8747031245977066,0.8748525123074006,343.23460411461195,0.012608438286793143,343.21294762403744,343.2810513819455
19,Rotation [y],"['Loss [Correspondences]', 'Loss [Lambdas]']",1500,0.9733333333333334,8,1142,0.7821917808219178,0.8749534044089772,0.00026549785058377817,0.8745336217958458,0.8752621797039878,343.5703578863576,0.10148236466814525,342.9901792961369,343.72839321301745
